date,Fairfax,Montgomery,Prince George's,Falls Church city,Arlington,Prince William,Loudoun,Alexandria city,Charles,Anne Arundel
2020-03-07,1,3,,,,,,,,
2020-03-08,2,4,,,,,,,,
2020-03-09,4,4,1.0,,,,,,,
2020-03-10,4,5,3.0,,,,2.0,,,
2020-03-11,4,6,5.0,,2.0,,2.0,,,
2020-03-12,4,6,5.0,,2.0,1.0,2.0,1.0,,
2020-03-13,6,6,7.0,,5.0,2.0,3.0,1.0,1.0,1.0
2020-03-14,10,12,7.0,,7.0,2.0,5.0,1.0,1.0,1.0
2020-03-15,10,12,9.0,,8.0,3.0,5.0,1.0,1.0,2.0
2020-03-16,10,15,10.0,,9.0,3.0,5.0,2.0,1.0,2.0
2020-03-17,12,24,14.0,,13.0,4.0,5.0,2.0,1.0,3.0
2020-03-18,14,31,20.0,,14.0,4.0,5.0,2.0,2.0,4.0
2020-03-19,16,33,23.0,,17.0,12.0,5.0,3.0,2.0,5.0
2020-03-20,16,51,31.0,,17.0,12.0,9.0,3.0,2.0,10.0
2020-03-21,22,68,36.0,,22.0,14.0,14.0,5.0,4.0,16.0
2020-03-22,31,83,40.0,,26.0,18.0,15.0,5.0,5.0,19.0
2020-03-23,43,93,47.0,,34.0,18.0,15.0,6.0,5.0,20.0
2020-03-24,46,107,63.0,,36.0,23.0,18.0,8.0,5.0,24.0
2020-03-25,76,127,76.0,,46.0,32.0,20.0,9.0,8.0,31.0
2020-03-26,124,164,101.0,,63.0,44.0,43.0,14.0,10.0,42.0
2020-03-27,124,208,148.0,,63.0,44.0,43.0,18.0,17.0,63.0
2020-03-28,156,255,196.0,,75.0,56.0,54.0,20.0,21.0,88.0
2020-03-29,187,301,247.0,,84.0,72.0,61.0,25.0,28.0,99.0
2020-03-30,225,341,294.0,,86.0,79.0,61.0,26.0,33.0,110.0
2020-03-31,244,388,341.0,,104.0,94.0,87.0,30.0,40.0,127.0
2020-04-01,288,447,403.0,,119.0,106.0,105.0,32.0,56.0,158.0
2020-04-02,328,498,473.0,,128.0,117.0,121.0,33.0,69.0,206.0
2020-04-03,372,566,563.0,,135.0,131.0,130.0,56.0,90.0,249.0
2020-04-04,387,640,653.0,,150.0,159.0,150.0,68.0,95.0,289.0
2020-04-05,426,693,785.0,,181.0,175.0,167.0,74.0,111.0,319.0
2020-04-06,488,793,916.0,,203.0,193.0,188.0,93.0,129.0,343.0
2020-04-07,532,871,1020.0,,237.0,236.0,209.0,126.0,136.0,370.0
2020-04-08,570,1088,1310.0,,254.0,263.0,238.0,143.0,164.0,466.0
2020-04-09,690,1214,1476.0,,280.0,299.0,258.0,149.0,180.0,505.0
2020-04-10,777,1388,1716.0,,312.0,337.0,274.0,174.0,220.0,554.0
2020-04-11,946,1537,1923.0,,349.0,390.0,296.0,188.0,235.0,615.0
2020-04-12,1008,1631,2035.0,,366.0,389.0,309.0,198.0,253.0,659.0
2020-04-13,1164,1756,2205.0,2.0,390.0,434.0,324.0,235.0,274.0,724.0
2020-04-14,1207,1883,2356.0,2.0,401.0,508.0,344.0,247.0,292.0,783.0
2020-04-15,1298,1947,2527.0,2.0,420.0,536.0,367.0,254.0,310.0,850.0
2020-04-16,1375,2147,2732.0,2.0,453.0,582.0,378.0,275.0,327.0,902.0
2020-04-17,1476,2295,2976.0,2.0,485.0,644.0,385.0,321.0,337.0,972.0
2020-04-18,1633,2420,3170.0,2.0,520.0,700.0,413.0,354.0,347.0,1012.0
2020-04-19,1809,2523,3352.0,2.0,575.0,742.0,425.0,383.0,370.0,1053.0
2020-04-20,1925,2664,3592.0,24.0,593.0,793.0,446.0,421.0,393.0,1104.0
2020-04-21,2077,2785,3741.0,24.0,625.0,867.0,468.0,462.0,402.0,1164.0
2020-04-22,2256,2884,3882.0,25.0,663.0,924.0,475.0,474.0,428.0,1197.0
2020-04-23,2362,3078,4150.0,25.0,686.0,1027.0,498.0,512.0,443.0,1301.0
2020-04-24,2534,3246,4414.0,24.0,722.0,1110.0,529.0,547.0,460.0,1380.0
2020-04-25,2745,3502,4806.0,26.0,764.0,1184.0,564.0,575.0,484.0,1438.0
2020-04-26,2889,3665,4998.0,26.0,790.0,1265.0,596.0,591.0,505.0,1518.0
2020-04-27,3002,3863,5274.0,26.0,836.0,1353.0,628.0,627.0,530.0,1552.0
2020-04-28,3278,4023,5507.0,26.0,865.0,1449.0,688.0,653.0,540.0,1579.0
2020-04-29,3448,4176,5749.0,26.0,912.0,1527.0,727.0,700.0,552.0,1670.0
2020-04-30,3611,4326,6054.0,26.0,967.0,1645.0,746.0,754.0,565.0,1733.0
2020-05-01,3897,4780,6747.0,26.0,1004.0,1781.0,832.0,802.0,613.0,1815.0
2020-05-02,4046,4945,7053.0,26.0,1044.0,1900.0,881.0,848.0,624.0,1893.0
2020-05-03,4340,5177,7345.0,35.0,1106.0,2026.0,931.0,899.0,640.0,1967.0
2020-05-04,4615,5411,7611.0,36.0,1139.0,2146.0,961.0,940.0,654.0,2026.0
2020-05-05,4834,5569,7846.0,36.0,1169.0,2223.0,998.0,983.0,663.0,2054.0
2020-05-06,4834,5819,8150.0,36.0,1169.0,2223.0,998.0,983.0,673.0,2094.0
2020-05-07,5045,6062,8531.0,36.0,1248.0,2398.0,1043.0,1060.0,701.0,2203.0
2020-05-08,5338,6347,8917.0,37.0,1281.0,2474.0,1070.0,1110.0,719.0,2300.0
2020-05-09,5610,6588,9221.0,37.0,1332.0,2548.0,1127.0,1142.0,730.0,2381.0
2020-05-10,5892,6796,9512.0,37.0,1368.0,2740.0,1159.0,1193.0,749.0,2472.0
2020-05-11,6200,6944,9704.0,37.0,1399.0,2991.0,1195.0,1224.0,757.0,2501.0
2020-05-12,6470,7164,9910.0,37.0,1416.0,3078.0,1210.0,1240.0,762.0,2530.0
2020-05-13,6666,7319,10091.0,39.0,1460.0,3181.0,1283.0,1305.0,779.0,2606.0
2020-05-14,6951,7588,10468.0,39.0,1499.0,3351.0,1339.0,1349.0,798.0,2670.0
2020-05-15,7159,7797,10811.0,40.0,1534.0,3421.0,1374.0,1396.0,831.0,2760.0
2020-05-16,7386,8026,11052.0,42.0,1560.0,3563.0,1430.0,1460.0,846.0,2809.0
2020-05-17,7643,8244,11337.0,44.0,1590.0,3666.0,1446.0,1476.0,861.0,2864.0
2020-05-18,7843,8455,11629.0,44.0,1638.0,3759.0,1486.0,1510.0,869.0,2901.0
2020-05-19,8020,8988,12261.0,44.0,1688.0,3934.0,1527.0,1544.0,896.0,2989.0
2020-05-20,8163,9093,12467.0,44.0,1728.0,4054.0,1579.0,1577.0,922.0,3041.0
2020-05-21,8580,9297,12852.0,46.0,1763.0,4183.0,1700.0,1627.0,944.0,3140.0
2020-05-22,8734,9470,13099.0,46.0,1795.0,4315.0,1807.0,1657.0,958.0,3215.0
2020-05-23,8945,9735,13346.0,47.0,1804.0,4408.0,1831.0,1703.0,971.0,3290.0
2020-05-24,8989,9958,14039.0,47.0,1873.0,4468.0,1821.0,1733.0,991.0,3315.0
2020-05-25,9482,10147,14240.0,48.0,1897.0,4702.0,2047.0,1754.0,999.0,3365.0
2020-05-26,9839,10327,14333.0,49.0,1935.0,4992.0,2186.0,1785.0,1003.0,3402.0
2020-05-27,10069,10504,14627.0,53.0,1988.0,5074.0,2274.0,1824.0,1009.0,3457.0
2020-05-28,10503,10791,15042.0,53.0,2039.0,5157.0,2318.0,1887.0,1028.0,3565.0
2020-05-29,10738,11075,15324.0,55.0,2089.0,5270.0,2429.0,1941.0,1057.0,3652.0
2020-05-30,10906,11291,15579.0,55.0,2107.0,5412.0,2529.0,1960.0,1086.0,3752.0
2020-05-31,11110,11401,15808.0,55.0,2116.0,5533.0,2575.0,1974.0,1109.0,3794.0
2020-06-01,11219,11516,15968.0,55.0,2123.0,5663.0,2611.0,1981.0,1121.0,3851.0
2020-06-02,11426,11771,16116.0,55.0,2133.0,5724.0,2636.0,2000.0,1134.0,3933.0
2020-06-03,11596,11964,16279.0,55.0,2142.0,5837.0,2659.0,2016.0,1153.0,4018.0
2020-06-04,11815,12266,16477.0,56.0,2150.0,5932.0,2794.0,2031.0,1176.0,4089.0
2020-06-05,11904,12473,16711.0,56.0,2173.0,6030.0,2837.0,2045.0,1187.0,4159.0
2020-06-06,12056,12662,16838.0,56.0,2195.0,6121.0,2939.0,2070.0,1198.0,4219.0
2020-06-07,12455,12773,16958.0,56.0,2225.0,6207.0,3094.0,2095.0,1204.0,4245.0
2020-06-08,12603,12857,17047.0,56.0,2256.0,6278.0,3147.0,2102.0,1213.0,4276.0
2020-06-09,12695,13007,17178.0,56.0,2265.0,6336.0,3174.0,2115.0,1218.0,4318.0
2020-06-10,12746,13163,17305.0,56.0,2280.0,6376.0,3180.0,2125.0,1233.0,4357.0
2020-06-11,12812,13315,17468.0,56.0,2299.0,6396.0,3229.0,2127.0,1237.0,4430.0
2020-06-12,12863,13387,17592.0,56.0,2307.0,6439.0,3280.0,2128.0,1250.0,4462.0
2020-06-13,12939,13573,17745.0,56.0,2321.0,6509.0,3321.0,2134.0,1266.0,4531.0
2020-06-14,13017,13646,17851.0,56.0,2338.0,6580.0,3384.0,2151.0,1271.0,4616.0
2020-06-15,13092,13696,17920.0,56.0,2346.0,6608.0,3404.0,2160.0,1274.0,4632.0
2020-06-16,13103,13749,17992.0,58.0,2363.0,6621.0,3439.0,2168.0,1279.0,4760.0
2020-06-17,13153,13859,18106.0,58.0,2372.0,6654.0,3458.0,2175.0,1293.0,4805.0
2020-06-18,13209,13902,18174.0,58.0,2382.0,6684.0,3499.0,2186.0,1296.0,4844.0
2020-06-19,13244,13968,18208.0,58.0,2396.0,6756.0,3504.0,2198.0,1296.0,4871.0
2020-06-20,13341,14044,18310.0,59.0,2405.0,6807.0,3543.0,2217.0,1306.0,4889.0
2020-06-21,13419,14119,18367.0,59.0,2418.0,6879.0,3585.0,2227.0,1315.0,4913.0
2020-06-22,13499,14181,18430.0,59.0,2424.0,6904.0,3612.0,2236.0,1330.0,4925.0
2020-06-23,13579,14244,18571.0,58.0,2431.0,6962.0,3632.0,2248.0,1335.0,4955.0
2020-06-24,13588,14323,18644.0,57.0,2438.0,7038.0,3683.0,2258.0,1343.0,4965.0
2020-06-25,13611,14421,18767.0,57.0,2445.0,7064.0,3739.0,2271.0,1352.0,4993.0
2020-06-26,13653,14510,18795.0,56.0,2449.0,7107.0,3806.0,2287.0,1359.0,5013.0
2020-06-27,13728,14559,18823.0,56.0,2454.0,7166.0,3890.0,2303.0,1364.0,5050.0
2020-06-28,13778,14646,18896.0,56.0,2464.0,7204.0,3932.0,2312.0,1373.0,5063.0
2020-06-29,13840,14714,18987.0,56.0,2466.0,7210.0,3968.0,2317.0,1385.0,5100.0
2020-06-30,13850,14776,19063.0,56.0,2479.0,7285.0,4000.0,2325.0,1395.0,5117.0
2020-07-01,13864,14842,19126.0,52.0,2484.0,7331.0,4047.0,2325.0,1401.0,5142.0
2020-07-02,13886,14938,19221.0,53.0,2496.0,7390.0,4083.0,2327.0,1418.0,5187.0
2020-07-03,13965,15059,19221.0,54.0,2500.0,7442.0,4113.0,2338.0,1428.0,5208.0
2020-07-04,14072,15120,19221.0,54.0,2519.0,7484.0,4175.0,2357.0,1432.0,5247.0
2020-07-05,14153,15167,19221.0,55.0,2533.0,7570.0,4207.0,2376.0,1439.0,5269.0
2020-07-06,14205,15201,19531.0,55.0,2533.0,7582.0,4216.0,2380.0,1443.0,5298.0
2020-07-07,14191,15370,19669.0,54.0,2550.0,7638.0,4252.0,2399.0,1453.0,5313.0
2020-07-08,14253,15438,19776.0,54.0,2558.0,7664.0,4282.0,2408.0,1475.0,5349.0
2020-07-09,14284,15541,19942.0,53.0,2567.0,7687.0,4319.0,2419.0,1485.0,5399.0
2020-07-10,14356,15606,19997.0,51.0,2582.0,7742.0,4349.0,2439.0,1498.0,5431.0
2020-07-11,14403,15661,20084.0,53.0,2597.0,7769.0,4373.0,2453.0,1504.0,5479.0
2020-07-12,14482,15765,20202.0,53.0,2615.0,7809.0,4407.0,2455.0,1519.0,5522.0
2020-07-13,14556,15818,20263.0,53.0,2626.0,7847.0,4431.0,2456.0,1530.0,5570.0
2020-07-14,14574,15921,20425.0,53.0,2660.0,7890.0,4458.0,2465.0,1536.0,5627.0
2020-07-15,14653,16024,20551.0,54.0,2677.0,7947.0,4519.0,2486.0,1554.0,5691.0
2020-07-16,14687,16094,20656.0,54.0,2691.0,7978.0,4557.0,2507.0,1569.0,5743.0
2020-07-17,14731,16191,20764.0,54.0,2704.0,8034.0,4576.0,2523.0,1585.0,5821.0
2020-07-18,14798,16289,20886.0,54.0,2726.0,8104.0,4596.0,2540.0,1595.0,5910.0
2020-07-19,14878,16410,21050.0,54.0,2733.0,8152.0,4647.0,2547.0,1611.0,5963.0
2020-07-20,14934,16471,21150.0,55.0,2737.0,8190.0,4670.0,2559.0,1621.0,6011.0
2020-07-21,14994,16558,21327.0,54.0,2750.0,8240.0,4695.0,2582.0,1644.0,6070.0
2020-07-22,15078,16631,21418.0,54.0,2763.0,8265.0,4738.0,2618.0,1661.0,6113.0
2020-07-23,15126,16692,21493.0,55.0,2776.0,8321.0,4758.0,2639.0,1681.0,6152.0
2020-07-24,15231,16806,21665.0,55.0,2783.0,8370.0,4769.0,2662.0,1697.0,6237.0
2020-07-25,15265,16960,21890.0,55.0,2801.0,8417.0,4796.0,2687.0,1721.0,6351.0
2020-07-26,15304,17058,22011.0,55.0,2807.0,8458.0,4820.0,2695.0,1732.0,6388.0
2020-07-27,15455,17203,22224.0,55.0,2823.0,8580.0,4914.0,2735.0,1755.0,6477.0
2020-07-28,15509,17269,22329.0,53.0,2843.0,8663.0,4939.0,2749.0,1774.0,6545.0
2020-07-29,15570,17344,22497.0,54.0,2857.0,8724.0,4965.0,2759.0,1798.0,6607.0
2020-07-30,15606,17436,22638.0,61.0,2874.0,8784.0,4985.0,2779.0,1821.0,6692.0
2020-07-31,15616,17607,22869.0,60.0,2897.0,8838.0,4995.0,2798.0,1834.0,6778.0
2020-08-01,15689,17704,23057.0,59.0,2906.0,8893.0,5014.0,2811.0,1857.0,6864.0
2020-08-02,15768,17797,23195.0,59.0,2925.0,8907.0,5034.0,2820.0,1880.0,6967.0
2020-08-03,15907,17881,23332.0,59.0,2945.0,8988.0,5059.0,2844.0,1911.0,7016.0
2020-08-04,15987,17949,23534.0,58.0,2973.0,9089.0,5093.0,2867.0,1934.0,7080.0
2020-08-05,16019,18015,23620.0,59.0,2997.0,9139.0,5117.0,2872.0,1949.0,7123.0
2020-08-06,16087,18071,23708.0,60.0,3013.0,9163.0,5150.0,2887.0,1963.0,7209.0
2020-08-07,16241,18178,23850.0,60.0,3037.0,9340.0,5196.0,2917.0,1985.0,7252.0
2020-08-08,16302,18299,24019.0,60.0,3062.0,9428.0,5254.0,2949.0,2002.0,7304.0
2020-08-09,16376,18431,24149.0,60.0,3077.0,9488.0,5280.0,2964.0,2026.0,7370.0
2020-08-10,16445,18528,24284.0,61.0,3091.0,9516.0,5306.0,2976.0,2042.0,7425.0
2020-08-11,16544,18597,24457.0,60.0,3105.0,9566.0,5346.0,2995.0,2069.0,7460.0
2020-08-12,16642,18680,24560.0,61.0,3118.0,9605.0,5372.0,3014.0,2086.0,7489.0
2020-08-13,16703,18791,24757.0,63.0,3134.0,9686.0,5403.0,3020.0,2104.0,7538.0
2020-08-14,16816,18858,24884.0,63.0,3176.0,9773.0,5441.0,3050.0,2121.0,7574.0
2020-08-15,16882,18964,25019.0,62.0,3196.0,9824.0,5482.0,3082.0,2154.0,7628.0
2020-08-16,16995,19042,25101.0,62.0,3229.0,9890.0,5511.0,3104.0,2167.0,7658.0
2020-08-17,17070,19110,25167.0,63.0,3246.0,9924.0,5528.0,3130.0,2177.0,7710.0
2020-08-18,17154,19166,25320.0,63.0,3264.0,9989.0,5552.0,3146.0,2200.0,7744.0
2020-08-19,17230,19220,25401.0,63.0,3293.0,10034.0,5580.0,3165.0,2215.0,7792.0
2020-08-20,17330,19303,25499.0,64.0,3310.0,10100.0,5614.0,3186.0,2226.0,7819.0
2020-08-21,17419,19364,25645.0,64.0,3334.0,10187.0,5647.0,3203.0,2236.0,7871.0
2020-08-22,17531,19424,25746.0,64.0,3357.0,10278.0,5684.0,3238.0,2252.0,7932.0
2020-08-23,17647,19507,25828.0,64.0,3383.0,10341.0,5712.0,3257.0,2262.0,7976.0
2020-08-24,17729,19579,25922.0,64.0,3400.0,10392.0,5735.0,3270.0,2280.0,8021.0
2020-08-25,17784,19638,26042.0,66.0,3415.0,10470.0,5769.0,3309.0,2308.0,8047.0
2020-08-26,17878,19685,26096.0,66.0,3435.0,10511.0,5787.0,3324.0,2321.0,8101.0
2020-08-27,17959,19772,26194.0,66.0,3457.0,10577.0,5825.0,3333.0,2333.0,8142.0
2020-08-28,18084,19845,26327.0,66.0,3492.0,10648.0,5878.0,3352.0,2348.0,8200.0
2020-08-29,18192,19905,26441.0,66.0,3513.0,10722.0,5924.0,3358.0,2368.0,8274.0
2020-08-30,18310,19985,26527.0,66.0,3540.0,10767.0,5945.0,3369.0,2384.0,8310.0
2020-08-31,18417,20045,26589.0,66.0,3555.0,10836.0,5979.0,3378.0,2396.0,8361.0
2020-09-01,18508,20142,26727.0,66.0,3560.0,10904.0,6008.0,3395.0,2405.0,8410.0
2020-09-02,18606,20229,26798.0,66.0,3569.0,10944.0,6053.0,3415.0,2413.0,8479.0
2020-09-03,18671,20320,26936.0,66.0,3587.0,11024.0,6077.0,3436.0,2426.0,8547.0
2020-09-04,18740,20438,27077.0,66.0,3605.0,11085.0,6146.0,3459.0,2441.0,8636.0
2020-09-05,18876,20539,27234.0,66.0,3620.0,11125.0,6166.0,3476.0,2452.0,8710.0
2020-09-06,18983,20617,27234.0,66.0,3632.0,11217.0,6198.0,3500.0,2466.0,8762.0
2020-09-07,19055,20757,27401.0,66.0,3640.0,11253.0,6223.0,3511.0,2487.0,8831.0
2020-09-08,19135,20805,27476.0,66.0,3656.0,11304.0,6263.0,3527.0,2496.0,8868.0
2020-09-09,19177,20877,27537.0,66.0,3679.0,11364.0,6273.0,3546.0,2505.0,8903.0
2020-09-10,19282,20933,27619.0,66.0,3687.0,11432.0,6327.0,3558.0,2519.0,8956.0
2020-09-11,19359,21033,27812.0,67.0,3700.0,11525.0,6377.0,3577.0,2538.0,8997.0
2020-09-12,19495,21129,27812.0,66.0,3710.0,11608.0,6409.0,3594.0,2556.0,9076.0
2020-09-13,19601,21207,28053.0,67.0,3727.0,11665.0,6443.0,3602.0,2572.0,9130.0
2020-09-14,19658,21321,28141.0,67.0,3741.0,11688.0,6449.0,3613.0,2593.0,9202.0
2020-09-15,19732,21415,28271.0,67.0,3759.0,11765.0,6489.0,3615.0,2609.0,9313.0
2020-09-16,19837,21507,28413.0,66.0,3779.0,11810.0,6523.0,3628.0,2630.0,9409.0
2020-09-17,19921,21614,28580.0,67.0,3791.0,11883.0,6567.0,3649.0,2648.0,9463.0
2020-09-18,20041,21681,28737.0,68.0,3819.0,11966.0,6615.0,3671.0,2666.0,9515.0
2020-09-19,20155,21800,28737.0,68.0,3835.0,12027.0,6633.0,3684.0,2688.0,9571.0
2020-09-20,20259,21854,28934.0,68.0,3840.0,12093.0,6656.0,3696.0,2696.0,9634.0
2020-09-21,20305,21917,29008.0,68.0,3851.0,12122.0,6678.0,3716.0,2705.0,9689.0
2020-09-22,20373,21973,29091.0,68.0,3855.0,12183.0,6698.0,3727.0,2718.0,9725.0
2020-09-23,20437,22042,29157.0,69.0,3877.0,12215.0,6720.0,3741.0,2727.0,9771.0
2020-09-24,20504,22118,29259.0,70.0,3889.0,12250.0,6747.0,3761.0,2739.0,9824.0
2020-09-25,20627,22225,29365.0,70.0,3909.0,12318.0,6774.0,3780.0,2747.0,9885.0
2020-09-26,20687,22315,29365.0,70.0,3935.0,12394.0,6792.0,3804.0,2755.0,9945.0
2020-09-27,20801,22400,29581.0,70.0,3951.0,12449.0,6816.0,3814.0,2761.0,9981.0
2020-09-28,20822,22461,29675.0,70.0,3963.0,12484.0,6830.0,3825.0,2772.0,10039.0
2020-09-29,20924,22552,29789.0,70.0,3985.0,12541.0,6851.0,3841.0,2781.0,10085.0
2020-09-30,20981,22624,29865.0,70.0,3995.0,12567.0,6889.0,3852.0,2800.0,10129.0
2020-10-01,21018,22719,29983.0,71.0,3997.0,12594.0,6887.0,3859.0,2821.0,10198.0
2020-10-02,21064,22850,30159.0,71.0,4009.0,12640.0,6916.0,3873.0,2831.0,10276.0
2020-10-03,21176,22933,30159.0,72.0,4026.0,12667.0,6954.0,3893.0,2843.0,10335.0
2020-10-04,21282,23016,30378.0,72.0,4045.0,12744.0,6985.0,3912.0,2853.0,10388.0
2020-10-05,21357,23119,30453.0,72.0,4057.0,12783.0,6987.0,3927.0,2862.0,10441.0
2020-10-06,21414,23175,30519.0,72.0,4068.0,12811.0,7026.0,3932.0,2871.0,10485.0
2020-10-07,21447,23234,30599.0,72.0,4083.0,12855.0,7042.0,3938.0,2880.0,10539.0
2020-10-08,21632,23333,30729.0,72.0,4132.0,12979.0,7110.0,3961.0,2890.0,10584.0
2020-10-09,21736,23443,30874.0,73.0,4148.0,13024.0,7137.0,3977.0,2906.0,10667.0
2020-10-10,21861,23545,30874.0,74.0,4170.0,13079.0,7181.0,4009.0,2924.0,10744.0
2020-10-11,21952,23641,31066.0,74.0,4187.0,13110.0,7217.0,4027.0,2937.0,10800.0
2020-10-12,22089,23736,31137.0,74.0,4209.0,13166.0,7259.0,4032.0,2944.0,10887.0
2020-10-13,22185,23857,31253.0,75.0,4228.0,13281.0,7303.0,4045.0,2949.0,10927.0
2020-10-14,22275,23966,31343.0,75.0,4250.0,13311.0,7301.0,4057.0,2964.0,10998.0
2020-10-15,22340,24055,31475.0,75.0,4278.0,13390.0,7417.0,4077.0,2985.0,11065.0
2020-10-16,22460,24214,31582.0,75.0,4318.0,13451.0,7454.0,4086.0,2993.0,11163.0
2020-10-17,22530,24331,31582.0,75.0,4345.0,13493.0,7505.0,4104.0,3009.0,11234.0
2020-10-18,22616,24435,31813.0,75.0,4372.0,13556.0,7558.0,4117.0,3020.0,11277.0
2020-10-19,22687,24506,31864.0,75.0,4384.0,13612.0,7576.0,4123.0,3031.0,11348.0
2020-10-20,22769,24600,31980.0,75.0,4399.0,13674.0,7599.0,4133.0,3043.0,11403.0
2020-10-21,22849,24704,32057.0,75.0,4437.0,13735.0,7634.0,4144.0,3052.0,11445.0
2020-10-22,23015,24812,32216.0,74.0,4457.0,13832.0,7680.0,4162.0,3069.0,11526.0
2020-10-23,23137,24917,32371.0,74.0,4488.0,13912.0,7704.0,4179.0,3080.0,11580.0
2020-10-24,23232,25024,32371.0,74.0,4508.0,13949.0,7730.0,4200.0,3092.0,11657.0
2020-10-25,23351,25187,32594.0,75.0,4537.0,13984.0,7736.0,4216.0,3115.0,11736.0
2020-10-26,23462,25321,32660.0,75.0,4562.0,14015.0,7784.0,4230.0,3138.0,11790.0
2020-10-27,23534,25478,32873.0,75.0,4586.0,14162.0,7817.0,4248.0,3156.0,11884.0
2020-10-28,23648,25602,33019.0,75.0,4630.0,14235.0,7876.0,4269.0,3170.0,11933.0
2020-10-29,23832,25732,33167.0,75.0,4647.0,14350.0,7908.0,4285.0,3189.0,12052.0
2020-10-30,23944,25871,33301.0,75.0,4686.0,14447.0,7946.0,4303.0,3210.0,12127.0
2020-10-31,24103,26033,33301.0,76.0,4714.0,14513.0,7981.0,4337.0,3228.0,12214.0
